year,block,dsl_b,org_type,cin,iso_certified,initial_prod_year,acc_year_from,acc_year_to,months_operation,foreign_share,rd_unit,formal_training
24,B,118396,2,1E+21,2,2018,4,32024,12,2,3,1
24,B,118397,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118398,8,1E+21,2,2014,4,32024,0,2,3,2
24,B,118399,3,1E+21,2,2023,4,32024,7,2,3,2
24,B,118400,2,1E+21,2,2007,4,32024,0,2,3,2
24,B,118401,8,1E+21,2,2012,4,32024,12,2,3,2
24,B,118402,7,1E+21,2,2014,4,32024,12,2,3,2
24,B,118403,2,1E+21,2,2015,4,32024,12,2,3,2
24,B,118404,1,1E+21,2,2018,4,32024,8,2,3,2
24,B,118405,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,118406,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,118407,8,1E+21,2,2018,4,32024,12,2,3,2
24,B,118408,7,1E+21,2,2019,4,32024,12,2,3,2
24,B,118409,1,1E+21,2,2018,4,32024,12,2,3,2
24,B,118410,1,1E+21,2,2018,4,32024,12,2,3,2
24,B,118411,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118412,1,1E+21,2,2012,4,32024,12,2,3,2
24,B,118413,7,1E+21,2,2023,4,32024,12,2,3,2
24,B,118414,7,1E+21,2,2023,4,32024,12,2,3,2
24,B,118415,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,118416,7,1E+21,2,2014,4,32024,12,2,3,2
24,B,118417,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118418,1,1E+21,2,2021,4,32024,12,2,3,2
24,B,118419,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118420,8,1E+21,2,1958,4,32024,12,2,3,2
24,B,118421,1,1E+21,2,1995,4,32024,12,2,3,2
24,B,118422,1,1E+21,2,1980,4,32024,12,2,3,2
24,B,118423,7,1E+21,2,1995,4,32024,12,2,3,2
24,B,118424,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,118425,1,1E+21,2,2009,4,32024,0,2,3,2
24,B,118426,3,1E+21,2,1969,4,32024,12,2,3,2
24,B,118427,1,1E+21,2,2014,4,32024,0,2,3,2
24,B,118428,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,118429,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118430,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,118431,2,1E+21,2,2016,4,32024,0,2,3,2
24,B,118432,7,1E+21,2,2021,4,32024,12,2,2,2
24,B,118433,1,1E+21,2,2003,4,32024,0,2,3,2
24,B,118434,1,1E+21,2,2019,4,32024,12,2,3,2
24,B,118435,1,1E+21,2,2020,4,32024,0,2,3,2
24,B,118436,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118437,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,118438,2,1E+21,2,2006,4,32024,0,2,3,2
24,B,118439,7,1E+21,2,2006,4,32024,12,2,3,2
24,B,118440,2,1E+21,2,2024,4,32024,0,2,3,2
24,B,118441,2,1E+21,2,2002,4,32024,6,2,3,2
24,B,118442,7,1E+21,2,2006,4,32024,12,2,3,2
24,B,118443,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,118444,1,1E+21,2,2010,4,32024,0,2,3,2
24,B,118445,1,1E+21,2,2015,4,32024,0,2,3,2
24,B,118446,2,1E+21,2,2014,4,32024,12,2,3,1
24,B,118447,1,1E+21,2,2017,4,32024,8,2,3,2
24,B,118448,1,1E+21,2,0,4,32024,0,2,3,2
24,B,118449,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,118450,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118451,1,1E+21,2,2017,4,32024,12,2,3,2
24,B,118452,2,1E+21,2,2018,4,32024,12,2,3,2
24,B,118453,2,1E+21,2,2020,4,32024,12,2,3,1
24,B,118454,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,118455,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118456,2,1E+21,1,2022,4,32024,12,2,3,1
24,B,118457,3,1E+21,2,2023,4,32024,12,2,3,1
24,B,118458,2,1E+21,2,2022,4,32024,0,2,3,2
24,B,118459,7,1E+21,2,2023,4,32024,8,2,3,2
24,B,118460,2,1E+21,2,1993,4,32024,12,2,3,2
24,B,118461,2,1E+21,2,1999,4,32024,0,2,3,2
24,B,118462,1,1E+21,2,2005,4,32024,0,2,3,2
24,B,118463,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118464,1,1E+21,2,2001,4,32024,12,2,3,2
24,B,118465,1,1E+21,2,2015,4,32024,12,2,3,2
24,B,118466,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118467,2,1E+21,2,2016,4,32024,12,2,3,2
24,B,118468,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118469,2,1E+21,2,2016,4,32024,12,2,3,2
24,B,118470,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118471,2,1E+21,2,2016,4,32024,0,2,3,2
24,B,118472,2,1E+21,2,2016,4,32024,12,2,3,2
24,B,118473,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118474,1,1E+21,2,2017,4,32024,0,2,3,2
24,B,118475,1,1E+21,2,2018,4,32024,1,2,3,2
24,B,118476,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118477,2,1E+21,2,2020,4,32024,12,2,3,2
24,B,118478,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118479,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118480,1,1E+21,2,2021,4,32024,12,2,3,2
24,B,118481,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,118482,2,1E+21,2,2022,4,32024,12,2,3,2
24,B,118483,1,1E+21,2,2022,4,32024,12,2,3,2
24,B,118484,1,1E+21,2,2009,4,32024,0,2,3,2
24,B,118485,7,1E+21,2,2009,4,32024,12,2,3,2
24,B,118486,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118487,2,1E+21,2,1998,4,32024,6,2,3,2
24,B,118488,1,1E+21,2,1988,4,32024,12,2,3,2
24,B,118489,1,1E+21,2,2000,4,32024,6,2,3,2
24,B,118490,2,1E+21,2,1995,4,32024,6,2,3,2
24,B,118491,1,1E+21,2,1998,4,32024,12,2,3,2
24,B,118492,1,1E+21,2,1989,4,32024,6,2,3,2
24,B,118493,2,1E+21,2,1988,4,32024,6,2,3,2
24,B,118494,1,1E+21,2,1994,4,32024,6,2,3,2
24,B,118495,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118496,1,1E+21,2,2001,4,32024,1,2,3,2
24,B,118497,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118498,1,1E+21,2,1986,4,32024,12,2,3,2
24,B,118499,1,1E+21,2,1998,4,32024,6,2,3,2
24,B,118500,1,1E+21,2,1990,4,32024,6,2,3,2
24,B,118501,2,1E+21,2,1983,4,32024,6,2,3,1
24,B,118502,1,1E+21,2,1984,4,32024,6,2,3,1
24,B,118503,1,1E+21,2,1982,4,32024,6,2,3,2
24,B,118504,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,118505,2,1E+21,2,1992,4,32024,12,2,3,2
24,B,118506,2,1E+21,2,1984,4,32024,6,2,3,2
24,B,118507,2,1E+21,2,1999,4,32024,6,2,3,2
24,B,118508,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118509,2,1E+21,2,1999,4,32024,6,2,3,2
24,B,118510,8,1E+21,2,2003,4,32024,6,2,3,2
24,B,118511,2,1E+21,2,1994,4,32024,12,2,3,2
24,B,118512,2,1E+21,2,1995,4,32024,5,2,3,2
24,B,118513,2,1E+21,2,1999,4,32024,6,2,3,2
24,B,118514,1,1E+21,2,1994,4,32024,6,2,3,2
24,B,118515,2,1E+21,2,1998,4,32024,12,2,3,2
24,B,118516,1,1E+21,2,1998,4,32024,6,2,3,2
24,B,118517,1,1E+21,2,1996,4,32024,12,2,3,2
24,B,118518,2,1E+21,2,2007,4,32024,6,2,3,1
24,B,118519,1,1E+21,2,2004,4,32024,7,2,3,2
24,B,118520,8,1E+21,2,1999,4,32024,0,2,3,2
24,B,118521,1,1E+21,2,1996,4,32024,0,2,3,2
24,B,118522,2,1E+21,2,1995,4,32024,6,2,3,1
24,B,118524,1,1E+21,2,2006,4,32024,6,2,3,2
24,B,118525,1,1E+21,2,1998,4,32024,6,2,3,1
24,B,118526,1,1E+21,2,2007,4,32024,6,2,3,2
24,B,118527,2,1E+21,2,2000,4,32024,6,2,3,2
24,B,118528,1,1E+21,2,2001,4,32024,6,2,3,2
24,B,118529,2,1E+21,2,2001,4,32024,6,2,3,2
24,B,118530,1,1E+21,2,2000,4,32024,7,2,3,2
24,B,118531,2,1E+21,2,0,4,32024,0,2,3,2
24,B,118532,1,1E+21,2,1998,4,32024,12,2,3,2
24,B,118533,2,1E+21,2,2001,4,32024,12,2,3,2
24,B,118534,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,118535,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,118536,2,1E+21,2,2001,4,32024,12,2,3,2
24,B,118537,1,1E+21,2,2000,4,32024,6,2,3,2
24,B,118538,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,118539,2,1E+21,2,2002,4,32024,6,2,3,2
24,B,118540,1,1E+21,2,2002,4,32024,6,2,3,2
24,B,118541,2,1E+21,2,2002,4,32024,6,2,3,2
24,B,118542,1,1E+21,2,2005,4,32024,6,2,3,2
24,B,118543,2,1E+21,2,2003,4,32024,6,2,3,2
24,B,118544,2,1E+21,2,2002,4,32024,6,2,3,2
24,B,118545,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,118546,2,1E+21,2,2001,4,32024,6,2,3,2
24,B,118547,2,1E+21,2,2003,4,32024,6,2,3,1
24,B,118548,1,1E+21,2,2000,4,32024,12,2,3,2
24,B,118549,1,1E+21,2,2003,4,32024,6,2,3,1
24,B,118550,2,1E+21,2,1981,4,32024,12,2,3,2
24,B,118551,1,1E+21,2,2002,4,32024,6,2,3,2
24,B,118552,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118553,2,1E+21,2,2003,4,32024,1,2,3,2
24,B,118554,2,1E+21,2,2003,4,32024,6,2,3,2
24,B,118555,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118556,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118557,1,1E+21,2,2002,4,32024,12,2,3,2
24,B,118558,1,1E+21,2,2002,4,32024,6,2,3,2
24,B,118559,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118560,2,1E+21,2,2002,4,32024,6,2,3,2
24,B,118561,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118562,2,1E+21,2,2004,4,32024,6,2,3,2
24,B,118563,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118565,1,1E+21,2,2000,4,32024,6,2,3,2
24,B,118566,1,1E+21,2,2004,4,32024,6,2,3,1
24,B,118567,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118568,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118569,2,1E+21,2,2004,4,32024,12,2,3,2
24,B,118570,1,1E+21,2,2003,4,32024,12,2,3,2
24,B,118571,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118572,2,1E+21,2,2012,4,32024,6,2,3,2
24,B,118573,2,1E+21,2,2004,4,32024,12,2,3,2
24,B,118574,2,1E+21,2,2004,4,32024,6,2,3,2
24,B,118575,2,1E+21,2,2008,4,32024,6,1,3,2
24,B,118576,2,1E+21,2,2003,4,32024,0,2,3,2
24,B,118577,1,1E+21,2,2004,4,32024,12,2,3,2
24,B,118578,2,1E+21,2,2004,4,32024,6,2,3,2
24,B,118579,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118580,2,1E+21,2,2006,4,32024,6,2,3,2
24,B,118581,2,1E+21,2,1987,4,32024,12,2,3,2
24,B,118582,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118583,2,1E+21,2,1999,4,32024,6,2,3,2
24,B,118584,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118585,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118586,1,1E+21,2,2005,4,32024,6,2,3,1
24,B,118587,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118588,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118589,2,1E+21,2,2005,4,32024,12,2,3,2
24,B,118590,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118591,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118592,2,1E+21,2,2004,4,32024,6,2,3,2
24,B,118593,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118594,1,1E+21,2,2004,4,32024,6,2,3,2
24,B,118595,1,1E+21,2,2003,4,32024,12,2,3,2
24,B,118596,2,1E+21,2,2005,4,32024,12,2,3,2
24,B,118597,1,1E+21,2,2004,4,32024,0,2,3,2
24,B,118598,1,1E+21,2,2005,4,32024,6,2,3,2
24,B,118599,2,1E+21,2,2005,4,32024,6,2,3,2
24,B,118600,1,1E+21,2,2006,4,32024,0,2,3,2
24,B,118601,1,1E+21,2,2009,4,32024,6,2,3,2
24,B,118603,1,1E+21,2,2006,4,32024,6,2,3,2
24,B,118604,1,1E+21,2,2006,4,32024,6,2,3,1
24,B,118605,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,118606,1,1E+21,2,2005,4,32024,6,2,3,2
24,B,118607,1,1E+21,2,2006,4,32024,6,2,3,1
24,B,118608,2,1E+21,2,2006,4,32024,6,2,3,2
24,B,118609,2,1E+21,2,2006,4,32024,6,2,3,1
24,B,118610,2,1E+21,2,2006,4,32024,7,2,3,2
24,B,118611,2,1E+21,2,2006,4,32024,6,2,3,2
24,B,118612,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118613,1,1E+21,2,2005,4,32024,12,2,3,2
24,B,118614,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,118615,2,1E+21,2,2007,4,32024,6,2,3,2
24,B,118616,2,1E+21,2,2006,4,32024,6,2,3,2
24,B,118618,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,118619,1,1E+21,2,2005,4,32024,12,2,3,2
24,B,118622,1,1E+21,2,2007,4,32024,6,2,3,2
24,B,118623,2,1E+21,2,2005,4,32024,6,2,3,2
24,B,118624,2,1E+21,2,2006,4,32024,12,2,3,2
24,B,118625,1,1E+21,2,2007,4,32024,6,2,3,2
24,B,118626,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,118627,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118628,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118629,2,1E+21,2,2006,4,32024,6,2,3,2
24,B,118630,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,118631,2,1E+21,2,2008,4,32024,7,2,3,2
24,B,118632,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118633,2,1E+21,2,2000,4,32024,6,2,3,2
24,B,118634,1,1E+21,2,2006,4,32024,6,2,3,2
24,B,118635,2,1E+21,2,2011,4,32024,0,2,3,2
24,B,118636,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118637,1,1E+21,2,2008,4,32024,0,2,3,2
24,B,118638,2,1E+21,2,2008,4,32024,6,2,3,1
24,B,118639,2,1E+21,2,2007,4,32024,4,1,3,2
24,B,118640,2,1E+21,2,2008,4,32024,7,2,3,2
24,B,118641,1,1E+21,2,2007,4,32024,7,2,3,2
24,B,118642,1,1E+21,2,2007,4,32024,12,2,3,2
24,B,118643,1,1E+21,2,2007,4,32024,6,2,3,2
24,B,118644,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118645,2,1E+21,2,2007,4,32024,7,2,3,2
24,B,118646,2,1E+21,2,2009,4,32024,0,2,3,2
24,B,118647,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118648,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118649,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118650,1,1E+21,2,2008,4,32024,6,2,3,2
24,B,118651,8,1E+21,2,1982,4,32024,0,2,3,2
24,B,118652,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118653,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118654,2,1E+21,2,2011,4,32024,6,2,3,2
24,B,118655,1,1E+21,2,2008,4,32024,12,2,3,2
24,B,118656,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118657,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118658,2,1E+21,2,2013,4,32024,6,2,3,2
24,B,118659,1,1E+21,2,2006,4,32024,6,2,3,2
24,B,118660,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118661,1,1E+21,2,2008,4,32024,6,2,3,2
24,B,118662,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118663,1,1E+21,2,2008,4,32024,0,2,3,2
24,B,118664,2,1E+21,2,2008,4,32024,6,2,3,1
24,B,118665,1,1E+21,2,2009,4,32024,6,2,3,2
24,B,118666,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118667,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118668,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118669,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118670,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118671,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118672,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118673,1,1E+21,2,2009,4,32024,0,2,3,2
24,B,118674,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118675,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118676,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118677,1,1E+21,2,2008,4,32024,5,2,3,2
24,B,118678,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,118679,1,1E+21,2,2008,4,32024,0,2,3,2
24,B,118680,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118681,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118682,1,1E+21,2,2009,4,32024,6,2,3,2
24,B,118683,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118684,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118685,1,1E+21,2,2002,4,32024,6,2,3,2
24,B,118686,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118687,1,1E+21,2,2006,4,32024,12,2,3,2
24,B,118688,1,1E+21,2,2021,4,32024,12,2,3,2
24,B,118689,2,1E+21,2,2021,4,32024,6,2,3,2
24,B,118690,1,1E+21,2,2009,4,32024,6,2,3,1
24,B,118691,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118692,1,1E+21,2,2003,4,32024,6,2,3,2
24,B,118693,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118694,1,1E+21,2,2009,4,32024,0,2,3,2
24,B,118695,2,1E+21,2,2005,4,32024,6,2,3,2
24,B,118696,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118697,2,1E+21,2,2009,4,32024,5,2,3,2
24,B,118698,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118699,2,1E+21,2,2008,4,32024,0,2,3,2
24,B,118700,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,118701,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118702,1,1E+21,2,2012,4,32024,6,2,3,2
24,B,118703,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118704,2,1E+21,2,2010,4,32024,7,2,3,2
24,B,118705,1,1E+21,2,2010,4,32024,0,2,3,2
24,B,118707,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118708,2,1E+21,2,2015,4,32024,6,2,3,2
24,B,118709,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118710,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,118711,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118712,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118713,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118714,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118715,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118716,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118717,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118718,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,118719,2,1E+21,2,2009,4,32024,0,2,3,2
24,B,118720,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118721,1,1E+21,2,2008,4,32024,0,2,3,2
24,B,118722,1,1E+21,2,2006,4,32024,6,2,3,2
24,B,118723,1,1E+21,2,2007,4,32024,12,2,3,2
24,B,118724,1,1E+21,2,2009,4,32024,6,2,3,2
24,B,118725,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118726,1,1E+21,2,2004,4,32024,0,2,3,2
24,B,118727,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118728,1,1E+21,2,2005,4,32024,0,2,3,2
24,B,118729,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118730,2,1E+21,2,2009,4,32024,12,2,3,2
24,B,118731,2,1E+21,2,2007,4,32024,6,2,3,2
24,B,118732,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118733,1,1E+21,2,2009,4,32024,12,2,3,2
24,B,118734,2,1E+21,2,2008,4,32024,12,2,3,2
24,B,118735,2,1E+21,2,2009,4,32024,6,2,3,2
24,B,118736,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118737,2,1E+21,2,2002,4,32024,12,2,3,2
24,B,118738,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118739,1,1E+21,2,2011,4,32024,6,2,3,2
24,B,118740,1,1E+21,2,2011,4,32024,6,2,3,2
24,B,118741,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118742,1,1E+21,2,2010,4,32024,12,2,3,2
24,B,118743,2,1E+21,2,2011,4,32024,6,2,3,2
24,B,118744,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118745,2,1E+21,2,2011,4,32024,6,2,3,2
24,B,118746,1,1E+21,2,2011,4,32024,1,2,3,2
24,B,118747,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118748,1,1E+21,2,2011,4,32024,12,2,3,2
24,B,118749,1,1E+21,2,2001,4,32024,0,2,3,2
24,B,118750,2,1E+21,2,2000,4,32024,6,2,3,2
24,B,118751,1,1E+21,2,2005,4,32024,12,2,3,2
24,B,118752,1,1E+21,2,2009,4,32024,7,2,3,2
24,B,118753,1,1E+21,2,2011,4,32024,7,2,3,2
24,B,118754,1,1E+21,2,2009,4,32024,5,2,3,2
24,B,118755,1,1E+21,2,2008,4,32024,6,2,3,2
24,B,118756,2,1E+21,2,2010,4,32024,6,2,3,2
24,B,118757,1,1E+21,2,2011,4,32024,0,2,3,2
24,B,118758,1,1E+21,2,2012,4,32024,6,2,3,2
24,B,118759,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,118760,2,1E+21,2,2012,4,32024,1,2,3,2
24,B,118761,2,1E+21,2,2012,4,32024,6,2,3,2
24,B,118762,2,1E+21,2,2012,4,32024,6,2,3,2
24,B,118763,2,1E+21,2,2002,4,32024,12,2,3,2
24,B,118764,1,1E+21,2,2012,4,32024,6,2,3,2
24,B,118765,1,1E+21,2,2012,4,32024,6,2,3,2
24,B,118766,2,1E+21,2,2008,4,32024,6,2,3,2
24,B,118767,1,1E+21,2,2012,4,32024,12,2,3,2
24,B,118768,2,1E+21,2,2013,4,32024,6,2,3,2
24,B,118769,2,1E+21,2,2013,4,32024,6,2,3,2
24,B,118770,1,1E+21,2,2013,4,32024,12,2,3,2
24,B,118771,2,1E+21,2,2014,4,32024,6,2,3,1
24,B,118772,1,1E+21,2,2015,4,32024,6,2,3,2
24,B,118773,1,1E+21,2,2015,4,32024,6,2,3,2
24,B,118774,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118775,1,1E+21,2,2014,4,32024,9,2,3,2
24,B,118776,2,1E+21,2,2016,4,32024,7,2,3,2
24,B,118777,2,1E+21,2,2017,4,32024,6,2,3,2
24,B,118778,2,1E+21,2,2016,4,32024,6,2,3,2
24,B,118779,1,1E+21,2,2010,4,32024,6,2,3,1
24,B,118780,1,1E+21,2,2016,4,32024,12,2,3,2
24,B,118781,2,1E+21,2,2016,4,32024,6,2,3,2
24,B,118782,2,1E+21,2,2014,4,32024,6,2,3,2
24,B,118783,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118784,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118785,2,1E+21,2,2017,4,32024,6,2,3,2
24,B,118786,1,1E+21,2,2017,4,32024,6,2,3,2
24,B,118787,2,1E+21,2,2010,4,32024,12,2,3,2
24,B,118788,1,1E+21,2,2018,4,32024,6,2,3,2
24,B,118789,9,1E+21,2,0,4,32024,0,2,3,2
24,B,118790,2,1E+21,2,2017,4,32024,6,2,3,2
24,B,118791,2,1E+21,2,2017,4,32024,7,2,3,2
24,B,118792,2,1E+21,2,2017,4,32024,6,2,3,2
24,B,118793,1,1E+21,2,2008,4,32024,6,2,3,2
24,B,118794,2,1E+21,2,2018,4,32024,12,2,3,2
24,B,118795,1,1E+21,2,2018,4,32024,6,2,3,2
24,B,118796,2,1E+21,2,2018,4,32024,6,2,3,2
24,B,118797,1,1E+21,2,2020,4,32024,0,2,3,2
24,B,118798,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118799,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118800,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118801,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118802,2,1E+21,2,2018,4,32024,6,2,3,2
24,B,118803,2,1E+21,2,2019,4,32024,6,2,3,2
24,B,118804,1,1E+21,2,2020,4,32024,7,2,3,2
24,B,118805,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118806,1,1E+21,2,2018,4,32024,12,2,3,2
24,B,118807,1,1E+21,2,2019,4,32024,12,2,3,2
24,B,118808,1,1E+21,2,2021,4,32024,12,2,3,2
24,B,118809,1,1E+21,2,2018,4,32024,12,2,3,2
24,B,118810,2,1E+21,2,2018,4,32024,6,2,3,2
24,B,118811,2,1E+21,2,2018,4,32024,6,2,3,2
24,B,118812,1,1E+21,2,2019,4,32024,6,2,3,2
24,B,118813,2,1E+21,2,2020,4,32024,6,2,3,2
24,B,118814,3,1E+21,2,2020,4,32024,12,2,3,2
24,B,118815,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118816,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118817,2,1E+21,2,2021,4,32024,6,2,3,2
24,B,118818,2,1E+21,2,2020,4,32024,0,2,3,2
24,B,118819,1,1E+21,2,2022,4,32024,6,2,3,2
24,B,118820,1,1E+21,2,2020,4,32024,6,2,3,2
24,B,118821,1,1E+21,2,2021,4,32024,6,2,3,2
24,B,118822,2,1E+21,2,2019,4,32024,12,2,3,2
24,B,118823,1,1E+21,2,2020,4,32024,12,2,3,2
24,B,118824,1,1E+21,2,2022,4,32024,12,2,3,1
24,B,118825,1,1E+21,2,2021,4,32024,6,2,3,2
24,B,118826,2,1E+21,2,2023,4,32024,6,2,3,2
24,B,118827,1,1E+21,2,2022,4,32024,6,2,3,2
24,B,118828,2,1E+21,2,2021,4,32024,6,2,3,2
24,B,118829,1,1E+21,2,2022,4,32024,6,2,3,2
24,B,118830,1,1E+21,2,2021,4,32024,6,2,3,2
24,B,118831,2,1E+21,2,2022,4,32024,6,2,3,1
24,B,118832,1,1E+21,2,2010,4,32024,6,2,3,2
24,B,118833,1,1E+21,2,2021,4,32024,6,2,3,2
24,B,118834,2,1E+21,2,1964,4,32024,12,2,3,2
24,B,118835,7,1E+21,2,1979,4,32024,12,2,3,2
24,B,118836,2,1E+21,2,1986,4,32024,12,2,3,1
24,B,118837,2,1E+21,2,1995,4,32024,0,2,3,2
